50,36,1,,,,,,,223,1,272,1,322,1,,,회사,"오피스,페미닌",여,"20대,30대",,,"봄,가을",
51,320,1,56,1,,,381,1,,,153,3,209,1,,,스쿨룩,"캠퍼스,페미닌",여,"10대,20대",,,"봄,가을",
52,,,63,1,37,1,,,,,58,1,138,1,,,운동화블라우스,"캠퍼스,페미닌",여,"10대,20대,30대",,,"봄,여름,가을",
53,,,315,1,,,303,1,,,185,2,214,1,226,1,학교,캠퍼스,여,"10대,20대",,,"봄,가을",
54,,,,,,,,,50,1,273,2,208,1,,,블랙미니원피스,페미닌,여,"10대,20대,30대",,,"봄,여름,가을",
55,,,,,,,,,294,1,268,1,264,1,,,봄블랙원피스,페미닌,여,"10대,20대,30대",,,"봄,가을",
56,,,200,1,,,224,1,,,187,1,213,1,,,파랭이,캠퍼스,여,"10대,20대,30대",,,"봄,가을",
57,,,6,1,7,1,,,,,160,2,140,1,221,1,노란운동화,"케쥬얼,캠퍼스",여,"10대,20대",,,"봄,가을",
58,,,128,1,191,1,,,,,152,1,214,1,,,남색셔츠,"미니멀,캐머스",남,"10대,20대,30대",,,"봄,가을",
59,136,1,91,1,94,1,,,,,102,1,210,2,,,노란가방,캠퍼스,여,"10대,20대,30대",,,가을,
60,136,1,358,1,193,2,,,,,102,1,263,1,,,가디건남자,"미니멀,캠퍼스",남,"10대,20대,30대",,,가을,
61,,,283,1,,,299,1,,,171,2,211,1,,,회색쫄니트,"캠퍼스,섹시글램",여,"20대,30대",,,가을,
62,287,1,53,1,9,1,,,,,58,1,,,48,1,모나미캐주얼,케쥬얼,"남,여","10대,20대,30대",,,"봄,가을",
63,,,114,1,167,1,,,,,178,2,139,1,,,여름아메카지,"케쥬얼,아메카지","남,여","10대,20대,30대",,,여름,
64,,,146,1,,,303,1,,,269,2,322,1,,,이상한니트,"캠퍼스,오피스",여,"20대,30대",,,"봄,가을",
65,,,60,1,12,1,,,,,104,1,137,1,,,청량,캠퍼스,여,"10대,20대",,,"봄,여름,가을",
66,,,,,,,,,395,1,181,2,324,1,,,연보라점프수트,"캠퍼스,오피스",여,"20대,30대",,,"봄,여름,가을",
67,,,76,1,164,1,,,,,183,1,,,,,갈색반바지,"케쥬얼,캠퍼스",여,"10대,20대,30대",,,여름,
68,,,41,1,149,1,,,,,157,1,204,2,251,1,블랙스트릿,"케쥬얼,스트릿",남,"10대,20대,30대",,,"봄,가을",
69,,,109,1,234,1,,,,,187,1,141,1,235,1,올리브비니,"케쥬얼,캠퍼스,스트릿",남,"10대,20대,30대",,,"봄,가을",
70,,,56,1,193,2,,,,,102,1,,,,,기본템들,"미니멀,케쥬얼,캠퍼스",남,"10대,20대,30대",,,"봄,가을",
71,285,1,,,94,1,,,,,58,1,322,1,,,남색가디건,"미니멀,케쥬얼,캠퍼스",여,"10대,20대,30대",,,"봄,가을",
72,,,40,1,37,1,,,,,106,1,,,,,쪼리멜론,케쥬얼,여,"10대,20대,30대",,,여름,
73,,,195,1,193,2,,,,,173,2,,,,,음,"케쥬얼,캠퍼스,스트릿",남,"10대,20대,30대",,,"봄,가을",
74,288,1,,,149,1,,,,,102,1,,,218,1,겨울,"케쥬얼,캠퍼스",남,"10대,20대,30대",,,겨울,
75,133,1,,,28,1,,,,,154,3,,,48,1,차콜후드집업,"케쥬얼,캠퍼스","남,여","10대,20대,30대",,,"봄,가을",
76,,,196,1,165,1,,,,,106,1,,,,,그레이블루조거,"케쥬얼,캠퍼스,스트릿","남,여","10대,20대,30대",,,여름,
77,,,143,1,,,297,1,,,273,2,208,1,,,미니플레어화이트,"캠퍼스,페미닌,러블리",여,"10대,20대",,,"봄,여름,가을",
78,,,148,1,,,227,1,,,168,3,264,1,,,잔패턴블라우스,"캠퍼스,페미닌,러블리",여,"10대,20대,30대",,,여름,
79,,,11,1,,,299,1,,,270,2,211,1,,,하늘크롭가죽치마,"캠퍼스,섹시글램,페미닌",여,"10대,20대",,,여름,
